Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
Spider,@RoyStanford,All Ages,5587,2574465,2.4B+,Not Supported,Not Supported,6/1/2020,3/22/2022,6,Survival,530K+,200K+,https://www.roblox.com/games/5118969548/Spider?gameSearchSessionInfo=4c563816-f364-41cd-8402-8421fc8a0faf&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5118969548&amp;position=0&amp;universeId=1776914212,11/6/2024 22:36
Parkour Civilization [OBBY],Parkour Civilization,All Ages,464,147187,2.2M+,Not Supported,Supported,10/5/2024,11/4/2024,35,N/A,2458,6399,https://www.roblox.com/games/127466687293577/Parkour-Civilization-OBBY?gameSearchSessionInfo=e7ecdb90-02c5-4477-8025-950bd5bc148a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=127466687293577&amp;position=0&amp;universeId=6636237899,11/6/2024 22:37
Impossible Squid Game! Glass Bridge 2,Northern Lights LTD,All Ages,2079,58848,57.2M+,Not Supported,Supported,4/3/2024,11/5/2024,35,Obby &amp; Platformer,43K+,4092,https://www.roblox.com/games/16993432698/Impossible-Squid-Game-Glass-Bridge-2?gameSearchSessionInfo=07dff861-a23e-4bb1-bad0-2052272fae02&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16993432698&amp;position=0&amp;universeId=5830262966,11/6/2024 22:37
Minecraft,lamp.,All Ages,821,1033,1.0M+,Not Supported,Not Supported,10/19/2024,11/4/2024,20,N/A,185,100,https://www.roblox.com/games/72203917988065/Minecraft?gameSearchSessionInfo=1c385201-979c-4f0f-9809-b29e26a9a0ea&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=72203917988065&amp;position=0&amp;universeId=6689793995,11/6/2024 22:37
Accurate Block Tales RP [NEW ENEMIES!!!!],Accurate Block Tales RP,All Ages,244,2655,167.1K+,Supported,Not Supported,10/7/2024,11/6/2024,40,N/A,550,110,https://www.roblox.com/games/109876187695339/Accurate-Block-Tales-RP-NEW-ENEMIES?gameSearchSessionInfo=75d8bc64-7547-4dad-bf83-3d4a43f4ac0f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=109876187695339&amp;position=0&amp;universeId=6644462695,11/6/2024 22:37
SCP - CatNap,@Dreckzam_2,Ages 9+,16,182,396.3K+,Not Supported,Supported,6/24/2024,9/14/2024,25,Survival,26,29,https://www.roblox.com/games/18191644297/SCP-CatNap?gameSearchSessionInfo=ed25fe25-0ed0-4d48-aad3-e6937b95debb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18191644297&amp;position=0&amp;universeId=6167634981,11/6/2024 22:37
🔮Ми-ми-мишки🐻 ,@ddd432122w,All Ages,0,12,201,Not Supported,Supported,2/4/2024,3/11/2024,100,N/A,14,0,https://www.roblox.com/games/16237539765/unnamed?gameSearchSessionInfo=42b23b90-7b44-45ba-9f96-6a5ba4641b6c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16237539765&amp;position=0&amp;universeId=5604618471,11/6/2024 22:37
[Accessories] Horse World,Virtuality World,All Ages,3458,1358224,565.5M+,Not Supported,Not Supported,11/18/2017,11/2/2024,28,Roleplay &amp; Avatar Sim,304K+,39K+,https://www.roblox.com/games/1185902301/Accessories-Horse-World?gameSearchSessionInfo=d8e525e9-68b6-479f-9f7a-c5fbe0dd6ea5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1185902301&amp;position=0&amp;universeId=485929611,11/6/2024 22:37
[UPDATE] Skibi Tower Defense,Skibi Tower Defense,All Ages,101,5343,8.3M+,Supported,Not Supported,5/22/2024,11/6/2024,25,Strategy,6168,1123,https://www.roblox.com/games/17575330441/UPDATE-Skibi-Tower-Defense?gameSearchSessionInfo=8056f561-95dd-4292-8835-a454969abb80&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17575330441&amp;position=0&amp;universeId=6016883029,11/6/2024 22:37
Pilot Training Flight Simulator,@Orange12345,All Ages,2858,1469397,460.6M+,Supported,Not Supported,1/4/2010,10/23/2024,20,Simulation,605K+,48K+,https://www.roblox.com/games/20321167/Pilot-Training-Flight-Simulator?gameSearchSessionInfo=fb2d5123-bd66-41c8-a10f-0c3e7a546a61&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=20321167&amp;position=0&amp;universeId=21164849,11/6/2024 22:37
Scuffed dogfight,Scuffed projects,All Ages,22,28214,1.6M+,Not Supported,Not Supported,12/28/2023,1/27/2024,1,Simulation,13K+,890,https://www.roblox.com/games/15774452313/Scuffed-dogfight?gameSearchSessionInfo=0543ba2d-fe52-4612-9e2a-e106f2f90a63&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15774452313&amp;position=0&amp;universeId=5453332027,11/6/2024 22:38
Beyond Volleyball League,Beyond Volleyball League,All Ages,283,45821,22.4M+,Supported,Not Supported,4/27/2021,11/6/2024,30,Sports &amp; Racing,16K+,1972,https://www.roblox.com/games/6734275465/Beyond-Volleyball-League?gameSearchSessionInfo=c9acda83-3fe3-4456-a466-0346aab51467&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6734275465&amp;position=0&amp;universeId=2547466305,11/6/2024 22:38
Ambalabu Tower,bebiyaks,All Ages,656,2177,2.3M+,Supported,Supported,10/24/2024,10/31/2024,30,N/A,199,59,https://www.roblox.com/games/108545862018840/Ambalabu-Tower?gameSearchSessionInfo=edb8e4fa-676f-490c-a3cc-6b253c81ba1e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=108545862018840&amp;position=0&amp;universeId=6711734297,11/6/2024 22:38
Peroxide,[Peroxide],Ages 13+,3024,589063,294.5M+,Supported,Not Supported,3/14/2022,11/6/2024,20,RPG,359K+,35K+,https://www.roblox.com/games/9096881148/Peroxide?gameSearchSessionInfo=08a17ade-aa37-4357-9fff-85b19464a770&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9096881148&amp;position=0&amp;universeId=3419284255,11/6/2024 22:38
Blue Train With Friends: Definitive Edition,Blue Train With Friends Dev Team,All Ages,44,16786,10.4M+,Not Supported,Not Supported,9/20/2023,10/29/2024,15,Simulation,7086,872,https://www.roblox.com/games/14827929350/Blue-Train-With-Friends-Definitive-Edition?gameSearchSessionInfo=0e819347-22c3-4f84-88b1-e4b8335644bf&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14827929350&amp;position=0&amp;universeId=5109617119,11/6/2024 22:38
[🎃Event] ⚔️Dungeon RNG,Clicker House,Ages 9+,3265,673108,34.7M+,Supported,Supported,5/19/2024,11/4/2024,10,Simulation,319K+,6997,https://www.roblox.com/games/17534163435/Event-Dungeon-RNG?gameSearchSessionInfo=9626ae3a-9135-4330-9d5c-4d62d7c160ef&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17534163435&amp;position=0&amp;universeId=6002149925,11/6/2024 22:38
Silly Simon Says,Nomo Falls,All Ages,2050,363289,304.8M+,Supported,Not Supported,2/6/2023,11/6/2024,8,Party &amp; Casual,106K+,24K+,https://www.roblox.com/games/12397515839/Silly-Simon-Says?gameSearchSessionInfo=9683c38c-833f-446e-94f3-4a0b65403a31&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12397515839&amp;position=0&amp;universeId=4362587875,11/6/2024 22:38
🧽ESCAPE SPONGEBOY AND KRUSTY KRAB OBBY!!🍔 (NEW),@Mryou20202,All Ages,2,6367,35.0K+,Not Supported,Not Supported,7/27/2020,6/1/2024,15,N/A,17,13,https://www.roblox.com/games/5441523487/ESCAPE-SPONGEBOY-AND-KRUSTY-KRAB-OBBY-NEW?gameSearchSessionInfo=a95fb66c-150f-4c33-8f85-3f98c0c8ae2f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5441523487&amp;position=0&amp;universeId=1904016779,11/6/2024 22:38
Boat Trip,@Intelgat,All Ages,474,298032,5.4M+,Supported,Not Supported,4/9/2024,11/3/2024,12,Simulation,204,176,https://www.roblox.com/games/17073789219/Boat-Trip?gameSearchSessionInfo=0ae66bba-50b4-4e7b-9afe-aa0a784f21ab&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17073789219&amp;position=0&amp;universeId=5852179610,11/6/2024 22:38
Pinoy RP HangOut,Pinoy RP HangOut,All Ages,205,42413,22.5M+,Supported,Supported,3/24/2022,11/2/2024,50,Roleplay &amp; Avatar Sim,11K+,1727,https://www.roblox.com/games/9181090030/Pinoy-RP-HangOut?gameSearchSessionInfo=4068b2f4-6d87-4540-b044-4b624929ccee&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9181090030&amp;position=0&amp;universeId=3444676316,11/6/2024 22:38
ESCAPE ART TEACHER!,Kristianer Studios,All Ages,100,1165,2.1M+,Not Supported,Supported,4/5/2024,8/29/2024,12,Roleplay &amp; Avatar Sim,175,306,https://www.roblox.com/games/17020980121/ESCAPE-ART-TEACHER?gameSearchSessionInfo=c15fa10f-754c-4437-a2f9-b7d541dd66d1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17020980121&amp;position=0&amp;universeId=5837785976,11/6/2024 22:39
[UNBANS] Da Hood 🦅,Da Hood Entertainment,Ages 9+,3256,2967440,2.6B+,Supported,Supported,1/27/2019,11/6/2024,40,Action,1M+,513K+,https://www.roblox.com/games/2788229376/UNBANS-Da-Hood?gameSearchSessionInfo=2e0016ad-246e-4802-81ff-50102de07e3b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2788229376&amp;position=0&amp;universeId=1008451066,11/6/2024 22:39
Sprunki - ~3D~ RP! [OC CREATOR UPDATE],@Foxy89killer666,Ages 13+,239,887,629.3K+,Supported,Not Supported,10/16/2024,11/6/2024,80,N/A,263,73,https://www.roblox.com/games/100170810859562/Sprunki-3D-RP-OC-CREATOR-UPDATE?gameSearchSessionInfo=27998c19-11c4-467c-a365-193f1234fd8b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=100170810859562&amp;position=0&amp;universeId=6679890207,11/6/2024 22:39
Doomspire Brickbattle 🎃,Temple of Brickbattle,Ages 9+,1017,2729766,876.0M+,Supported,Not Supported,11/30/2017,11/6/2024,16,Action,668K+,132K+,https://www.roblox.com/games/1215581239/Doomspire-Brickbattle?gameSearchSessionInfo=58740c14-568a-4a2d-a343-4a27af39bc2a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1215581239&amp;position=0&amp;universeId=495693931,11/6/2024 22:39
Jun Testing,@MrSillyGoober_V2,All Ages,142,636,183.0K+,Supported,Supported,10/27/2024,11/6/2024,15,N/A,182,65,https://www.roblox.com/games/90455164010665/Jun-Testing?gameSearchSessionInfo=b5a5c509-4831-4f7f-acac-244afa220478&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=90455164010665&amp;position=0&amp;universeId=6722909549,11/6/2024 22:39
fight in a train station simulator game 🚆,@ianchua1,Ages 9+,121,500869,90.0M+,Not Supported,Not Supported,1/13/2021,2/25/2024,60,Action,42K+,14K+,https://www.roblox.com/games/6236529295/fight-in-a-train-station-simulator-game?gameSearchSessionInfo=e93c0411-03b3-4583-a5d5-d7d0e1a9a8f2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6236529295&amp;position=0&amp;universeId=2290647464,11/6/2024 22:39
explore a dog,@samwell8609,All Ages,45,1937,1.1M+,Not Supported,Supported,2/17/2024,5/15/2024,50,Entertainment,677,428,https://www.roblox.com/games/16393750791/explore-a-dog?gameSearchSessionInfo=56e3dacf-e971-4e56-8eb5-c2f5f2cd3f3c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16393750791&amp;position=0&amp;universeId=5651586134,11/6/2024 22:39
Yan Sim test Game,@Not_Proplayz,Ages 13+,507,12364,1.3M+,Not Supported,Supported,8/4/2024,11/6/2024,1,N/A,3207,163,https://www.roblox.com/games/18797033755/Yan-Sim-test-Game?gameSearchSessionInfo=c425d5c2-50d2-48a3-88fa-36f0c93ee497&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18797033755&amp;position=0&amp;universeId=6369170917,11/6/2024 22:39
Pal World,PalStudio,All Ages,4,1506,1.6M+,Not Supported,Supported,1/22/2024,3/12/2024,8,N/A,276,876,https://www.roblox.com/games/16074211834/Pal-World?gameSearchSessionInfo=eadf077d-0455-4f47-8072-d1ef54385813&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16074211834&amp;position=0&amp;universeId=5555936296,11/6/2024 22:39
Gang Line Simulator,PotatoSunshine,All Ages,160,15783,894.0K+,Not Supported,Not Supported,9/30/2024,11/5/2024,50,N/A,1452,895,https://www.roblox.com/games/104113788385066/Gang-Line-Simulator?gameSearchSessionInfo=1651885f-a383-4770-b007-30d7f9070727&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=104113788385066&amp;position=0&amp;universeId=6619481228,11/6/2024 22:40
UPDATE! WWE 2K24  Ordeal Industries,Ordeal Industries,All Ages,4,1751,713.9K+,Supported,Supported,11/13/2022,10/6/2024,30,N/A,493,160,https://www.roblox.com/games/11550837601/UPDATE-WWE-2K24-Ordeal-Industries?gameSearchSessionInfo=30f83fec-0c9b-43b1-9cc4-ab3fc49ea52d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11550837601&amp;position=0&amp;universeId=4101158575,11/6/2024 22:40
[♻️] REUPLOAD Fan-made Dandy's World Roleplay,@Astro_Novalite,All Ages,247,729,234.5K+,Supported,Supported,10/30/2024,11/6/2024,30,N/A,196,37,https://www.roblox.com/games/96756590273046/REUPLOAD-Fan-made-Dandys-World-Roleplay?gameSearchSessionInfo=5eab3c40-daf0-436d-b90d-c7a6ae95f56a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=96756590273046&amp;position=0&amp;universeId=6737736590,11/6/2024 22:40
Pull a Friend [2 Players] [🎃HALLOWEEN],Pull a Friend,All Ages,2896,493576,227.3M+,Supported,Supported,3/2/2024,11/4/2024,14,Obby &amp; Platformer,49K+,22K+,https://www.roblox.com/games/16590754220/Pull-a-Friend-2-Players-HALLOWEEN?gameSearchSessionInfo=0b0b9e37-0d80-4783-b185-a78e23e519ef&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16590754220&amp;position=0&amp;universeId=5709370512,11/6/2024 22:40
Strike Your Friend! [2 Player Obby] [REWORK],@Niguimarebr,All Ages,0,4921,434.5K+,Supported,Supported,3/13/2024,10/14/2024,10,Obby &amp; Platformer,251,126,https://www.roblox.com/games/16725911661/Strike-Your-Friend-2-Player-Obby-REWORK?gameSearchSessionInfo=56e80aca-8281-446e-ac6c-ba444abc71f8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16725911661&amp;position=0&amp;universeId=5748661210,11/6/2024 22:40
The Extremely Difficult Obby,Awesome Obby Games,All Ages,81,608788,5.9M+,Not Supported,Supported,1/6/2024,8/18/2024,25,Obby &amp; Platformer,15K+,4601,https://www.roblox.com/games/15883006431/The-Extremely-Difficult-Obby?gameSearchSessionInfo=0ca16a46-d49b-44a4-96f4-4a2592af6c68&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15883006431&amp;position=0&amp;universeId=5492133670,11/6/2024 22:40
Throw Me [2 Player Obby],XN Games Studio,All Ages,982,187434,1.8M+,Supported,Supported,4/19/2024,11/6/2024,20,N/A,2050,249,https://www.roblox.com/games/17204041246/Throw-Me-2-Player-Obby?gameSearchSessionInfo=6695cb02-1408-48e4-9a4c-32a4d4fe2677&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17204041246&amp;position=0&amp;universeId=5889697701,11/6/2024 22:40
funny monkey :),@iney_siney,All Ages,0,499,132.1K+,Not Supported,Not Supported,1/13/2021,1/13/2021,50,N/A,284,73,https://www.roblox.com/games/6232624528/funny-monkey?gameSearchSessionInfo=1cf5dc5d-3ae1-40d0-b245-e76574187d16&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6232624528&amp;position=0&amp;universeId=2288839992,11/6/2024 22:40
[Update] Drag Project Future,@Alif36,All Ages,447,15998,13.8M+,Supported,Supported,6/10/2024,11/5/2024,21,Simulation,11K+,1070,https://www.roblox.com/games/17802192645/Update-Drag-Project-Future?gameSearchSessionInfo=fa53ea31-c898-4342-8e04-c63142a039e4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17802192645&amp;position=0&amp;universeId=6098892655,11/6/2024 22:40
Fart Lab,@FactorOfTheThird,Ages 9+,0,32,8031,Supported,Supported,6/1/2024,8/27/2024,16,N/A,12,15,https://www.roblox.com/games/17682584695/Fart-Lab?gameSearchSessionInfo=f7501753-6272-4bbc-ae9b-da26acd2802e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17682584695&amp;position=0&amp;universeId=6056058928,11/6/2024 22:40
Rec It,Ming Rec It,All Ages,357,294543,127.3M+,Supported,Not Supported,6/12/2023,10/14/2024,30,Entertainment,69K+,12K+,https://www.roblox.com/games/13730658693/Rec-It?gameSearchSessionInfo=d2537ac4-32d4-454f-b73a-831d43b340d0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13730658693&amp;position=0&amp;universeId=4764717084,11/6/2024 22:40
[UPD] Dangerous Truck Driving,The Very Dangerous Group,All Ages,2382,12957,1.0M+,Supported,Supported,9/1/2024,11/6/2024,14,N/A,2180,3860,https://www.roblox.com/games/116094657599018/UPD-Dangerous-Truck-Driving?gameSearchSessionInfo=c96367ae-41b1-4637-80cb-6072e40a4787&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=116094657599018&amp;position=0&amp;universeId=6496384444,11/6/2024 22:41
Astra,@Astraleius,All Ages,2,14060,66.0K+,Not Supported,Not Supported,4/27/2023,9/8/2024,1,N/A,2566,176,https://www.roblox.com/games/13266544419/Astra?gameSearchSessionInfo=1509aacf-9b40-4973-a442-7a9bceb62fd9&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13266544419&amp;position=0&amp;universeId=4623972073,11/6/2024 22:41
Where's the Baby! ,@Smellysuperfart,All Ages,392,1565563,332.6M+,Not Supported,Not Supported,3/13/2016,12/20/2020,70,Party &amp; Casual,331K+,84K+,https://www.roblox.com/games/381674682/Wheres-the-Baby?gameSearchSessionInfo=ab5c2d7b-5375-4358-a14b-d75d9d854af8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=381674682&amp;position=0&amp;universeId=143384880,11/6/2024 22:41
🍕Work at a Pizza Place,@Dued1,All Ages,7983,12509501,4.9B+,Supported,Supported,3/29/2008,11/3/2024,12,Roleplay &amp; Avatar Sim,3M+,244K+,https://www.roblox.com/games/192800/Work-at-a-Pizza-Place?gameSearchSessionInfo=1df456da-d607-4a06-80e8-448ccb36ceae&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=192800&amp;position=0&amp;universeId=47545,11/6/2024 22:41
JK's Help (V3),@dhdishddiwjsowwhs,All Ages,0,5,6151,Not Supported,Not Supported,10/18/2024,10/21/2024,11,N/A,5,2,https://www.roblox.com/games/109539983485569/JKs-Help-V3?gameSearchSessionInfo=bab2858e-562d-46de-bf52-fe037d3a59e5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=109539983485569&amp;position=0&amp;universeId=6686481881,11/6/2024 22:41
Project 10: Recalibrated {Beta},MOAO Studios,All Ages,52,1402,117.3K+,Supported,Supported,10/15/2024,11/3/2024,15,N/A,324,34,https://www.roblox.com/games/98986529871777/Project-10-Recalibrated-Beta?gameSearchSessionInfo=0a9837bd-e232-4924-9752-222e626d7c6c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=98986529871777&amp;position=0&amp;universeId=6677051196,11/6/2024 22:41
🎃 P6ul's DOORS 👁️,@P6ulz,All Ages,318,5975,5.4M+,Supported,Not Supported,5/4/2024,11/6/2024,40,Survival,1891,1138,https://www.roblox.com/games/17382764192/P6uls-DOORS?gameSearchSessionInfo=481e758c-541e-40e8-bc6e-9c6b0ff69122&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17382764192&amp;position=0&amp;universeId=5948835497,11/6/2024 22:41
🎥My Movie,Good Ape,All Ages,2425,443856,184.4M+,Supported,Not Supported,5/31/2023,11/4/2024,50,Entertainment,176K+,15K+,https://www.roblox.com/games/13600218266/My-Movie?gameSearchSessionInfo=0c2d5dc4-5820-4b99-95d0-273e418c5656&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13600218266&amp;position=0&amp;universeId=4723764956,11/6/2024 22:41
Cairo international,@aimanhafizudi,All Ages,0,1,247,Supported,Supported,10/27/2024,11/3/2024,50,N/A,7,1,https://www.roblox.com/games/136565638745938/Cairo-international?gameSearchSessionInfo=7d9a20d5-ff82-4723-b68e-74e1f438c5c5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=136565638745938&amp;position=0&amp;universeId=6724989656,11/6/2024 22:41
(J a l o u i n!) Piggy: Unstable Reality [ALFA],@chime16622,All Ages,19,15240,3.2M+,Not Supported,Not Supported,5/15/2022,11/1/2024,1,N/A,4058,869,https://www.roblox.com/games/9632378759/J-a-l-o-u-i-n-Piggy-Unstable-Reality-ALFA?gameSearchSessionInfo=407aca1b-a20a-49b7-a28f-3ef8008b57ad&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9632378759&amp;position=0&amp;universeId=3581096344,11/6/2024 22:41
Carsland,@cmad95,All Ages,0,3,36,Not Supported,Supported,9/23/2024,11/5/2024,50,N/A,2,0,https://www.roblox.com/games/122188616598513/Carsland?gameSearchSessionInfo=dcf90100-9390-4cfb-8ad0-2e81acf8adb7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=122188616598513&amp;position=0&amp;universeId=6589648784,11/6/2024 22:41
FromLimbo's Meme Animations [AMERICA YA],FromLimbo Studio,All Ages,10,348393,42.0M+,Not Supported,Not Supported,3/19/2021,4/26/2024,12,Entertainment,54K+,5869,https://www.roblox.com/games/6537142336/FromLimbos-Meme-Animations-AMERICA-YA?gameSearchSessionInfo=14036e5f-0bb8-4c5d-9862-344c34c0fb3a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6537142336&amp;position=0&amp;universeId=2451892129,11/6/2024 22:41
Fox International Productions,@prinx_roblox2,All Ages,0,10,16.9K+,Supported,Supported,7/17/2023,8/28/2023,50,N/A,4,1,https://www.roblox.com/games/14097178119/Fox-International-Productions?gameSearchSessionInfo=ef6aa3e8-995f-4152-9e9c-c5787a6e7063&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14097178119&amp;position=0&amp;universeId=4881035430,11/6/2024 22:42
Guess the easy logo!,Suri Studios,All Ages,62,264650,18.5M+,Supported,Supported,9/8/2023,10/27/2024,40,Party &amp; Casual,10K+,1717,https://www.roblox.com/games/14709812142/Guess-the-easy-logo?gameSearchSessionInfo=1182c2fc-45e2-4f9e-a044-e7dfb0baf18e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14709812142&amp;position=0&amp;universeId=5071144695,11/6/2024 22:42
SCP-Megalodon Shark,The FL Gamers,All Ages,30,7506,26.1M+,Supported,Supported,8/15/2023,11/3/2024,10,Survival,3319,1798,https://www.roblox.com/games/14437564719/SCP-Megalodon-Shark?gameSearchSessionInfo=f5d522a7-00e8-47e0-a009-3db4ce21baa1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14437564719&amp;position=0&amp;universeId=4987617128,11/6/2024 22:42
Ultimate Driving,Ultimate Driving Universe,Ages 9+,319,1850007,439.7M+,Supported,Not Supported,6/25/2011,9/17/2024,45,Simulation,772K+,90K+,https://www.roblox.com/games/54865335/Ultimate-Driving?gameSearchSessionInfo=bbd63723-bc03-4966-928a-d1bbc76fcb51&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=54865335&amp;position=0&amp;universeId=8813012,11/6/2024 22:42
Last To Leave,Boomerang Studios,All Ages,1111,469397,504.1M+,Supported,Not Supported,12/21/2021,10/15/2024,60,Party &amp; Casual,154K+,62K+,https://www.roblox.com/games/8305160617/Last-To-Leave?gameSearchSessionInfo=e5bc239c-61ce-4c17-b988-1f5bef64b6de&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=8305160617&amp;position=0&amp;universeId=3183742847,11/6/2024 22:42
Drive it! [2 Player Obby] 🎃,density.,All Ages,1432,117565,24.0M+,Supported,Supported,9/3/2024,11/6/2024,12,Obby &amp; Platformer,112K+,3913,https://www.roblox.com/games/100831517378953/Drive-it-2-Player-Obby?gameSearchSessionInfo=6a54e53d-971c-421f-ac6f-ac6c097e6ca1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=100831517378953&amp;position=0&amp;universeId=6505212049,11/6/2024 22:42
