Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
Springlock Suit's Testing,@pawlooz,Ages 13+,14,14992,3.2M+,Not Supported,Not Supported,9/27/2023,3/28/2024,20,N/A,3871,2172,https://www.roblox.com/games/14898295221/Springlock-Suits-Testing?gameSearchSessionInfo=30b09fd0-af83-481d-949d-5ad28373ec10&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=39&amp;page=searchPage&amp;placeId=14898295221&amp;position=0&amp;universeId=5132876839,11/9/2024 23:50
draw things and turn into them 🖌️[tools!] ,elc.,All Ages,718,92741,80.4M+,Not Supported,Not Supported,2/4/2023,9/13/2024,16,Party &amp; Casual,11K+,5554,https://www.roblox.com/games/12366490284/draw-things-and-turn-into-them-tools?gameSearchSessionInfo=9c6e98ff-aacf-47c2-8efa-3b184bd169fc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12366490284&amp;position=0&amp;universeId=4352463723,11/9/2024 23:50
[3 HOURS] Blade Ball,Wiggity.,Ages 9+,38973,10036418,4.5B+,Not Supported,Not Supported,6/17/2023,11/9/2024,16,Action,6M+,448K+,https://www.roblox.com/games/13772394625/Blade-Ball?gameSearchSessionInfo=a5a37b56-a605-4095-8468-eb56f96dfa75&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13772394625&amp;position=0&amp;universeId=4777817887,11/9/2024 23:50
KJ Testing Unlimited Flex Works!  Five seasons,@Elpro77072,All Ages,2,1,4767,Not Supported,Not Supported,10/4/2024,10/5/2024,50,N/A,11,1,https://www.roblox.com/games/131087799434660/KJ-Testing-Unlimited-Flex-Works-Five-seasons?gameSearchSessionInfo=0bf57cbb-38c3-481a-8a04-ecda99d2b3b6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=131087799434660&amp;position=0&amp;universeId=6631224487,11/9/2024 23:50
Warrior Cats: Ultimate Edition,WarriorCatsRP,All Ages,10323,1217535,546.5M+,Not Supported,Not Supported,8/16/2019,11/4/2024,60,Roleplay &amp; Avatar Sim,393K+,29K+,https://www.roblox.com/games/3663340706/Warrior-Cats-Ultimate-Edition?gameSearchSessionInfo=b29e4233-ac5d-4685-9222-df074ba6172a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3663340706&amp;position=0&amp;universeId=1278035280,11/9/2024 23:50
Welcome to Bloxburg,Bloxburg Development,All Ages,31221,13562068,9.0B+,Not Supported,Not Supported,11/4/2014,11/5/2024,12,Roleplay &amp; Avatar Sim,5M+,714K+,https://www.roblox.com/games/185655149/Welcome-to-Bloxburg?gameSearchSessionInfo=4b04b851-3e36-4bef-8662-be4db1db6045&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=185655149&amp;position=0&amp;universeId=88070565,11/9/2024 23:50
[NEW] Border Defense Tycoon🛡️,| Coffee Bros |,All Ages,746,11306,1.1M+,Not Supported,Not Supported,3/25/2024,11/7/2024,4,N/A,14K+,875,https://www.roblox.com/games/16868085574/NEW-Border-Defense-Tycoon?gameSearchSessionInfo=6373933d-37ab-48be-9626-805fca3492ca&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16868085574&amp;position=0&amp;universeId=5795709919,11/9/2024 23:50
Best Martial Artist game [Dummy Fixed],@Artemnaryzhnyj1235,All Ages,82,144,138.4K+,Not Supported,Not Supported,10/23/2024,11/9/2024,15,N/A,21,18,https://www.roblox.com/games/88428771912624/Best-Martial-Artist-game-Emotes-Tutor-in-Desc?gameSearchSessionInfo=8e729c43-3096-4a59-a287-bcdd28aa60db&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=88428771912624&amp;position=0&amp;universeId=6709504011,11/9/2024 23:50
[New Area] Strongman Simulator,The Gang Stockholm,All Ages,9122,2016028,1.4B+,Not Supported,Not Supported,5/4/2021,11/8/2024,10,Simulation,678K+,53K+,https://www.roblox.com/games/6766156863/Strongman-Simulator?gameSearchSessionInfo=2b9f2d86-4ab8-4250-ac18-d554a9313941&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6766156863&amp;position=0&amp;universeId=2564505263,11/9/2024 23:50
Mini Cities 2 ,DestroyerCam Fan Club,All Ages,785,75576,11.4M+,Not Supported,Not Supported,12/2/2023,11/7/2024,6,Simulation,28K+,4054,https://www.roblox.com/games/15516236993/Mini-Cities-2?gameSearchSessionInfo=99eca46e-d99a-4d19-be72-c6f08e2060ce&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15516236993&amp;position=0&amp;universeId=5354625397,11/9/2024 23:50
🔥 BIG Paintball 2!,BIG Games™,All Ages,3741,333974,163.9M+,Not Supported,Not Supported,6/10/2022,7/30/2024,10,Shooter,245K+,51K+,https://www.roblox.com/games/9865958871/BIG-Paintball-2?gameSearchSessionInfo=8d3161f9-e407-4438-a81c-187fbdf7d628&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9865958871&amp;position=0&amp;universeId=3645347821,11/9/2024 23:50
[NERFED] Controverse,@Caz0gamz_73,All Ages,0,50,30.5K+,Not Supported,Not Supported,8/13/2024,11/8/2024,23,N/A,28,6,https://www.roblox.com/games/18930819674/NERFED-Controverse?gameSearchSessionInfo=fbb13e99-5ae8-479d-8f1d-665464f17672&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18930819674&amp;position=0&amp;universeId=6411887906,11/9/2024 23:50
TDS Experimental,Paradoxum Games,All Ages,0,3636,527.7K+,Not Supported,Not Supported,7/20/2023,10/23/2024,50,N/A,2324,240,https://www.roblox.com/games/14120788503/TDS-Experimental?gameSearchSessionInfo=3277a2cc-a19c-48cf-a038-7de8d4f1c415&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14120788503&amp;position=0&amp;universeId=4888175249,11/9/2024 23:50
Project Smash,Project Smash,Ages 9+,3658,326199,161.4M+,Not Supported,Not Supported,10/17/2023,11/5/2024,16,Action,158K+,47K+,https://www.roblox.com/games/15092647980/Project-Smash?gameSearchSessionInfo=9df44e25-f692-468d-bf5c-a08f3b44834c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15092647980&amp;position=0&amp;universeId=5200655965,11/9/2024 23:50
 ★Make a Cake And Feed the Giant Noob★,@thebenster,All Ages,229,418927,72.8M+,Not Supported,Not Supported,6/4/2010,8/11/2024,20,Simulation,76K+,13K+,https://www.roblox.com/games/28248568/Make-a-Cake-And-Feed-the-Giant-Noob?gameSearchSessionInfo=928a8aae-b207-42b0-bf1d-806b8ebbc256&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=28248568&amp;position=0&amp;universeId=33264996,11/9/2024 23:50
[FPS] Gun Grounds FFA,@foolyrex,Ages 9+,2386,54772,51.3M+,Not Supported,Not Supported,1/13/2023,10/8/2024,13,Shooter,16K+,5344,https://www.roblox.com/games/12137249458/FPS-Gun-Grounds-FFA?gameSearchSessionInfo=78d18e1d-3e95-4f04-a775-f6340b690ad5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12137249458&amp;position=0&amp;universeId=4281211770,11/9/2024 23:50
[DISCONTINUED] Low Effort Rooms RP,@huskyiscuteTV1234,All Ages,0,723,354.8K+,Not Supported,Not Supported,6/6/2023,7/23/2024,50,N/A,212,26,https://www.roblox.com/games/13668124123/DISCONTINUED-Low-Effort-Rooms-RP?gameSearchSessionInfo=8dd99b3c-9aa8-45e4-86e9-b42940095e75&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13668124123&amp;position=0&amp;universeId=4744699069,11/9/2024 23:50
🦍 Gorilla,Antiael,Ages 9+,51,299556,40.6M+,Not Supported,Not Supported,8/14/2020,6/7/2022,14,Survival,141K+,39K+,https://www.roblox.com/games/5554351296/Gorilla?gameSearchSessionInfo=02c6de4e-7d44-4eea-9801-9f981728289b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5554351296&amp;position=0&amp;universeId=1941004239,11/9/2024 23:50
[UPDATE] Daybreak ,DaybreakDev,Ages 13+,793,245149,28.7M+,Not Supported,Not Supported,5/27/2021,10/28/2024,9,Survival,51K+,7629,https://www.roblox.com/games/6870736769/UPDATE-Daybreak?gameSearchSessionInfo=20b1903f-a7a2-496a-9a56-cd484d6bc8c8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6870736769&amp;position=0&amp;universeId=2618786652,11/9/2024 23:50
Find The Markers (237),markers epic memers,All Ages,5510,1249470,805.0M+,Not Supported,Not Supported,11/4/2021,11/1/2024,30,Adventure,378K+,83K+,https://www.roblox.com/games/7896264844/Find-The-Markers-237?gameSearchSessionInfo=97933c35-cb33-443f-ac68-59af21e7a9df&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7896264844&amp;position=0&amp;universeId=3056160040,11/9/2024 23:50
(HYPER!!!) SONIC PARADISE!,@Tuamadre570,All Ages,0,0,941,Not Supported,Not Supported,1/16/2024,1/18/2024,50,N/A,0,1,https://www.roblox.com/games/15995050008/HYPER-SONIC-PARADISE?gameSearchSessionInfo=c08584c2-92ad-41f9-9a68-17620bcaa6c8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15995050008&amp;position=0&amp;universeId=5529907496,11/9/2024 23:50
(TWO STEPS AHEAD UPDATE) NIKOCADO AVOCADO OBBY,@xaacy,All Ages,0,71,12.2K+,Not Supported,Not Supported,11/12/2019,9/15/2024,30,N/A,52,15,https://www.roblox.com/games/4358983816/TWO-STEPS-AHEAD-UPDATE-NIKOCADO-AVOCADO-OBBY?gameSearchSessionInfo=5725902f-9ffc-4804-ab95-d77d1e2300c0&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4358983816&amp;position=0&amp;universeId=1402216921,11/9/2024 23:50
⚽ Soccer Legends [BETA],Ace Sport,All Ages,324,133470,119.5M+,Not Supported,Not Supported,6/7/2021,12/19/2021,8,Sports &amp; Racing,36K+,11K+,https://www.roblox.com/games/6922573010/Soccer-Legends-BETA?gameSearchSessionInfo=d9c6f6df-6dcc-4bf0-b9a0-e1ff0f8534b4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6922573010&amp;position=0&amp;universeId=2646667816,11/9/2024 23:50
(Darkness Awaits....) Kilstreak sword battles,@dimovevgen,All Ages,0,12,7359,Not Supported,Not Supported,3/13/2024,11/9/2024,15,N/A,16,6,https://www.roblox.com/games/16731410458/Darkness-Awaits-Kilstreak-sword-battles?gameSearchSessionInfo=45320d1f-5c07-415d-8e6f-6c135454c166&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=37&amp;page=searchPage&amp;placeId=16731410458&amp;position=0&amp;universeId=5750475263,11/9/2024 23:50
Youtuber Tycoon! [ELEVATOR] ,Shiny Pixels,Ages 9+,3131,640438,577.6M+,Not Supported,Not Supported,11/12/2021,11/9/2024,8,Simulation,226K+,35K+,https://www.roblox.com/games/7971857341/Youtuber-Tycoon-ELEVATOR?gameSearchSessionInfo=a160cb09-1fb6-48e6-8583-fa973b49a0b1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7971857341&amp;position=0&amp;universeId=3079618996,11/9/2024 23:50
[CODES] The Flash: Legacy,@Ajaybond2,All Ages,53,37619,1.5M+,Not Supported,Not Supported,8/30/2022,10/18/2024,15,N/A,314,73,https://www.roblox.com/games/10760832059/CODES-The-Flash-Legacy?gameSearchSessionInfo=3d2f19ff-dcfb-4557-854a-1ec52084ee0a&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10760832059&amp;position=0&amp;universeId=3891877580,11/9/2024 23:50
Team Nursery Escape! (TEAMWORK OBBY),Meltdown Obbies,All Ages,430,7730,34.3M+,Not Supported,Not Supported,10/26/2023,10/31/2024,12,Obby &amp; Platformer,604,455,https://www.roblox.com/games/15169554126/Team-Nursery-Escape-TEAMWORK-OBBY?gameSearchSessionInfo=e80f03d2-5c02-46eb-bece-1ea141d7b40c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15169554126&amp;position=0&amp;universeId=5229088316,11/9/2024 23:51
Marvel and DC Super Heroes,@hhjhhjhh10,Ages 9+,3566,619414,696.4M+,Not Supported,Not Supported,12/25/2020,10/14/2024,60,Action,153K+,76K+,https://www.roblox.com/games/6132958612/Marvel-and-DC-Super-Heroes?gameSearchSessionInfo=63a5fad7-9a66-4efd-a9be-7f59a5ae8539&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6132958612&amp;position=0&amp;universeId=2236455574,11/9/2024 23:51
Realistic Destruction,@Andreolinski,All Ages,75,15893,3.5M+,Not Supported,Not Supported,6/4/2021,9/16/2024,15,Simulation,5285,1510,https://www.roblox.com/games/6905091496/Realistic-Destruction?gameSearchSessionInfo=98e42b6f-dda9-4689-8d68-08b777504e09&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6905091496&amp;position=0&amp;universeId=2637211100,11/9/2024 23:51
 [🎃] Women tycoon ,NicosVIbros,Ages 9+,0,121699,1.9M+,Not Supported,Not Supported,6/10/2024,11/7/2024,8,Simulation,29K+,2939,https://www.roblox.com/games/17805617029/Women-tycoon?gameSearchSessionInfo=c70f655d-0e5a-4a3a-b562-6795d9b8dea2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17805617029&amp;position=0&amp;universeId=6100283455,11/9/2024 23:51
SCP: Roleplay,SCP | Roleplay Community,Ages 9+,4261,1067019,340.8M+,Not Supported,Not Supported,5/16/2020,10/30/2024,40,Roleplay &amp; Avatar Sim,443K+,57K+,https://www.roblox.com/games/5041144419/SCP-Roleplay?gameSearchSessionInfo=9577a238-0398-4820-b731-1d4b3a6b45c8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5041144419&amp;position=0&amp;universeId=1742264997,11/9/2024 23:51
Escape School Obby! (NEW)  ,Outcast Arts,All Ages,932,2023667,116.3M+,Not Supported,Not Supported,7/11/2020,11/6/2024,12,Obby &amp; Platformer,63K+,16K+,https://www.roblox.com/games/5327491283/Escape-School-Obby-NEW?gameSearchSessionInfo=91d80909-3d72-41a8-b88a-c8caa2deddff&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5327491283&amp;position=0&amp;universeId=1865885235,11/9/2024 23:51
Survive the whirlpools!!,The amazing Oof Group,All Ages,0,13,16.7K+,Not Supported,Not Supported,4/17/2023,4/18/2023,6,N/A,6,8,https://www.roblox.com/games/13158277463/Survive-the-whirlpools?gameSearchSessionInfo=ca68d071-20aa-4bfd-91b6-68b4707a2c29&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13158277463&amp;position=0&amp;universeId=4592315563,11/9/2024 23:51
Regular,The Ghost Domain,All Ages,45,15737,1.3M+,Not Supported,Not Supported,1/19/2024,11/6/2024,100,Adventure,4008,505,https://www.roblox.com/games/16031309256/Regular?gameSearchSessionInfo=79ec1623-bd6b-4947-be28-f748ff6c1337&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16031309256&amp;position=0&amp;universeId=5541620262,11/9/2024 23:51
FORTLINE,Battle Royalе,Ages 9+,3759,4226568,59.0M+,Not Supported,Not Supported,8/4/2023,10/9/2024,10,Shooter,9865,3006,https://www.roblox.com/games/14313259147/FORTLINE?gameSearchSessionInfo=9d16b4ab-5f09-4b9e-9d7f-cd8e199b240f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14313259147&amp;position=0&amp;universeId=4948814458,11/9/2024 23:51
Battle For Slugterra 2,@ChaosJKS,All Ages,7,4883,1.4M+,Not Supported,Not Supported,7/28/2021,5/2/2024,40,N/A,2184,278,https://www.roblox.com/games/7165591375/Battle-For-Slugterra-2?gameSearchSessionInfo=20cbb2de-47b9-4e73-b6a6-341518ee62a5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=37&amp;page=searchPage&amp;placeId=7165591375&amp;position=0&amp;universeId=2780827452,11/9/2024 23:51
Plane crash physics,@DudeWhoDoesJob,All Ages,202,82323,23.2M+,Not Supported,Not Supported,5/9/2022,9/10/2023,40,Simulation,23K+,8084,https://www.roblox.com/games/9585800888/Plane-crash-physics?gameSearchSessionInfo=a4d1fba5-e3bd-43c3-a532-bc025a2e4dbd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9585800888&amp;position=0&amp;universeId=3568220196,11/9/2024 23:51
Firefly Garden,ZYORA,All Ages,1,12273,388.1K+,Not Supported,Not Supported,6/17/2022,5/24/2024,8,N/A,5047,564,https://www.roblox.com/games/9938879862/Firefly-Garden?gameSearchSessionInfo=8a27e960-207e-471f-96c8-01d43cd2a2bb&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9938879862&amp;position=0&amp;universeId=3666357349,11/9/2024 23:51
Touch Sports,@Papparolox,All Ages,80,3227,10.2M+,Not Supported,Not Supported,11/29/2023,8/23/2024,25,Sports &amp; Racing,755,248,https://www.roblox.com/games/15490051836/Touch-Sports?gameSearchSessionInfo=67a7df6f-ba7f-4317-8132-d49da812c6a2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15490051836&amp;position=0&amp;universeId=5345465804,11/9/2024 23:51
Fall of Hell,NOOBEstudios,All Ages,163,855662,435.4M+,Not Supported,Not Supported,9/26/2017,5/20/2023,20,Obby &amp; Platformer,134K+,75K+,https://www.roblox.com/games/1069951594/Fall-of-Hell?gameSearchSessionInfo=2179a250-acd3-4201-a956-25f293972572&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1069951594&amp;position=0&amp;universeId=443743518,11/9/2024 23:51
Draw or DIE!!!,@PondazYeah,All Ages,3555,48461,21.5M+,Not Supported,Not Supported,8/24/2024,11/9/2024,50,N/A,6231,6047,https://www.roblox.com/games/118533878247961/Draw-or-DIE?gameSearchSessionInfo=9b1106d8-e246-4c9c-82ed-40540d0f3644&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=118533878247961&amp;position=0&amp;universeId=6460456532,11/9/2024 23:51
Murderers vs Sheriffs 2,Murderers vs Sheriffs 2,Ages 9+,2902,51811,74.8M+,Not Supported,Not Supported,5/13/2023,11/4/2024,16,Shooter,18K+,6550,https://www.roblox.com/games/13429790955/Murderers-vs-Sheriffs-2?gameSearchSessionInfo=0fdb1fd8-266c-4eac-b612-923550370ae7&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13429790955&amp;position=0&amp;universeId=4673599750,11/9/2024 23:51
🎁 Free Easy Obby! [FREE VIP 💎],Legit Game Studios,All Ages,35,1498,96.9K+,Not Supported,Not Supported,10/20/2024,10/21/2024,20,N/A,1394,137,https://www.roblox.com/games/81683220504199/Free-Easy-Obby-FREE-VIP?gameSearchSessionInfo=c8d6692c-6c01-4633-a9cd-9b6869fec055&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=81683220504199&amp;position=0&amp;universeId=6698043979,11/9/2024 23:51
[UPDATE] The Presentation Experience,Minimal Games,Ages 9+,4928,1379926,399.7M+,Not Supported,Not Supported,10/18/2021,11/9/2024,16,Roleplay &amp; Avatar Sim,448K+,37K+,https://www.roblox.com/games/7772810845/The-Presentation-Experience?gameSearchSessionInfo=e21f1441-d4ea-4f3c-8fd5-9e6734ea4e9f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=7772810845&amp;position=0&amp;universeId=3012965062,11/9/2024 23:51
Cloud Entertainment,@eternallyori,All Ages,0,4,91,Not Supported,Not Supported,11/18/2023,2/8/2024,50,N/A,2,0,https://www.roblox.com/games/15383162390/Cloud-Entertainment?gameSearchSessionInfo=bec59108-c5a5-4b03-bb5f-f5edf68784fd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15383162390&amp;position=0&amp;universeId=5306643975,11/9/2024 23:51
Local de lolbuih456,@lolbuih456,All Ages,0,0,3,Not Supported,Not Supported,5/16/2024,5/16/2024,50,N/A,0,0,https://www.roblox.com/games/17502544290/Local-de-lolbuih456?gameSearchSessionInfo=d64ddbf2-6888-4403-a624-ed0408f062a1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17502544290&amp;position=0&amp;universeId=5990647198,11/9/2024 23:51
Theme Park Tycoon 2,@Den_S,All Ages,13041,5791225,1.3B+,Not Supported,Not Supported,1/2/2012,11/5/2024,6,Simulation,1M+,245K+,https://www.roblox.com/games/69184822/Theme-Park-Tycoon-2?gameSearchSessionInfo=286e6044-1570-4be8-9c02-b7da14374d9e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=69184822&amp;position=0&amp;universeId=31970568,11/9/2024 23:51
FNaF Maker,@Reason1236,All Ages,65,2668,346.2K+,Not Supported,Not Supported,9/7/2019,10/17/2024,10,N/A,628,310,https://www.roblox.com/games/3823566476/FNaF-Maker?gameSearchSessionInfo=4b30ca88-66b2-46c8-86f7-502fec4dcb67&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3823566476&amp;position=0&amp;universeId=1312925822,11/9/2024 23:51
[FREE UGC] Build It!,Roblox Build It,All Ages,100,291151,65.7M+,Not Supported,Not Supported,7/11/2020,9/30/2023,8,Simulation,48K+,14K+,https://www.roblox.com/games/5326576507/FREE-UGC-Build-It?gameSearchSessionInfo=fdd76a31-6a92-43cb-9198-92b325d669ba&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5326576507&amp;position=0&amp;universeId=1865553771,11/9/2024 23:51
Don't Scream,TuckitTom Studios,Ages 9+,148,408960,14.3M+,Not Supported,Not Supported,5/2/2024,9/2/2024,50,Adventure,31K+,6760,https://www.roblox.com/games/17360628733/Dont-Scream?gameSearchSessionInfo=ab0f5ae9-7a18-4a4a-bc9f-297aa953ba99&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17360628733&amp;position=0&amp;universeId=5940938813,11/9/2024 23:51
Backrooms,Red Panda Industries,All Ages,346,163946,59.0M+,Not Supported,Not Supported,4/4/2022,11/9/2024,16,Survival,24K+,5669,https://www.roblox.com/games/9273658706/Backrooms?gameSearchSessionInfo=44aa3b2a-a131-4e67-8bdf-6648b2029668&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9273658706&amp;position=0&amp;universeId=3472976893,11/9/2024 23:51
Insane Elevator!,Digital Destruction,Ages 9+,4728,1286403,1.1B+,Not Supported,Not Supported,10/12/2019,5/19/2023,24,Survival,205K+,34K+,https://www.roblox.com/games/4104106043/Insane-Elevator?gameSearchSessionInfo=a40e9acc-55af-4fb7-83e5-c8f17154ceb3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4104106043&amp;position=0&amp;universeId=1358133289,11/9/2024 23:51
Splitting Point,@Rdite,All Ages,68,264057,43.0M+,Not Supported,Not Supported,9/14/2018,2/14/2020,30,Simulation,54K+,18K+,https://www.roblox.com/games/2359301056/Splitting-Point?gameSearchSessionInfo=fa22c048-02d5-42d3-95b6-38067c6dc6b5&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2359301056&amp;position=0&amp;universeId=824709172,11/9/2024 23:51
[Update] Shin Sonic Meal Line Simulator,Great Line Group,All Ages,892,790199,4.4M+,Not Supported,Not Supported,9/30/2024,11/9/2024,50,N/A,7561,3596,https://www.roblox.com/games/81030723969473/Shin-Sonic-Meal-Line-Simulator?gameSearchSessionInfo=a12f5322-9271-4afd-8379-fe4731931ac8&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=81030723969473&amp;position=0&amp;universeId=6619576980,11/9/2024 23:51
[VIP] Evade 🎃✨,Hexagon Development Community,Ages 9+,46569,5394222,5.2B+,Not Supported,Not Supported,6/11/2022,11/9/2024,15,Survival,2M+,131K+,https://www.roblox.com/games/9872472334/VIP-Evade?gameSearchSessionInfo=7dca53e0-e332-4d89-a85b-48f5ad8307a1&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9872472334&amp;position=0&amp;universeId=3647333358,11/9/2024 23:51
Survive Furries with DOOM music,Doge DevStudios,All Ages,14,15042,1.1M+,Not Supported,Not Supported,9/17/2022,9/14/2024,8,Shooter,4508,1206,https://www.roblox.com/games/10935099016/Survive-Furries-with-DOOM-music?gameSearchSessionInfo=c5438055-87da-4ac6-ad9d-b2fe2c6ec907&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=33&amp;page=searchPage&amp;placeId=10935099016&amp;position=0&amp;universeId=3943754532,11/9/2024 23:51
Ultra Toilet Roleplay 2 [11.0],Ultimate Super Toilet Roleplay,All Ages,4688,116820,136.2M+,Not Supported,Not Supported,11/5/2023,11/9/2024,50,Roleplay &amp; Avatar Sim,59K+,7051,https://www.roblox.com/games/15270182488/Ultra-Toilet-Roleplay-2-11-0?gameSearchSessionInfo=6c7f0de2-2dfa-4760-b6ab-5cbe863e41e4&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15270182488&amp;position=0&amp;universeId=5265950669,11/9/2024 23:52
Sword RNG ⚔️,RNG Byte,All Ages,20,2829,785.5K+,Not Supported,Not Supported,3/9/2024,5/20/2024,16,Simulation,1234,354,https://www.roblox.com/games/16669261707/Sword-RNG?gameSearchSessionInfo=8fd8079e-f854-42d3-b3e4-75ff2be910ef&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=37&amp;page=searchPage&amp;placeId=16669261707&amp;position=0&amp;universeId=5732809458,11/9/2024 23:52
