Title,Creator,AgeRecommendation,Active,Favorites,Visits,VoiceChat,Camera,Created,Updated,ServerSize,Genre,Likes,Dislikes,GameLink,DateFetched
[⚽UPDATE 2!] Guess The Football Player 🤔,deepirek doors,All Ages,10,1463,46.8K+,Supported,Supported,8/31/2024,11/4/2024,25,N/A,31,9,https://www.roblox.com/games/138480703328567/UPDATE-2-Guess-The-Football-Player?gameSearchSessionInfo=9ec2435c-bb3f-4f8f-ab4c-9c7ea9feef4f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=138480703328567&amp;position=0&amp;universeId=6494287562,11/5/2024 22:07
[FREE ADMIN],Creator_Studio,Ages 9+,1730,11216737,1.7B+,Not Supported,Not Supported,12/18/2019,11/4/2024,8,Party &amp; Casual,1M+,280K+,https://www.roblox.com/games/4522347649/FREE-ADMIN?gameSearchSessionInfo=63d70d8b-014c-4830-ac55-9440fad814c2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4522347649&amp;position=0&amp;universeId=1452258989,11/5/2024 22:07
Baldi's Basics Maker 2 [v1.5],axe's games n' stuff,All Ages,193,4573,1.2M+,Not Supported,Supported,8/15/2024,11/5/2024,1,Simulation,1419,363,https://www.roblox.com/games/18958448713/Baldis-Basics-Maker-2-v1-5?gameSearchSessionInfo=169ecc0a-49a9-4029-829b-8fd3d718dc11&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18958448713&amp;position=0&amp;universeId=6420997980,11/5/2024 22:07
[Beta] Dragon Ball RP: Azure,@Ninjakiwiw,All Ages,656,96046,81.2M+,Not Supported,Not Supported,10/18/2020,11/3/2024,30,Roleplay &amp; Avatar Sim,29K+,4224,https://www.roblox.com/games/5843263647/Beta-Dragon-Ball-RP-Azure?gameSearchSessionInfo=965d40a2-2126-4c3f-9c47-301906cc8b7b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5843263647&amp;position=0&amp;universeId=2080556531,11/5/2024 22:07
[BETTER DASHING (NO SPAM)!] Ro-Ghoul [ALPHA],@SushiWalrus,Ages 13+,1461,2049793,963.8M+,Supported,Not Supported,7/12/2017,11/3/2024,20,RPG,787K+,82K+,https://www.roblox.com/games/914010731/BETTER-DASHING-NO-SPAM-Ro-Ghoul-ALPHA?gameSearchSessionInfo=133d16db-0e1a-4946-aa45-3db17726e687&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=914010731&amp;position=0&amp;universeId=380704901,11/5/2024 22:07
LifeCraft🌳🌿 (Like Minecraft),Bleach: The Blade of Fate,All Ages,78,10709,90.7K+,Supported,Supported,10/30/2024,10/30/2024,19,N/A,25,14,https://www.roblox.com/games/92139129857618/LifeCraft-Like-Minecraft?gameSearchSessionInfo=d3a8cea3-850f-4d10-ad53-ec7b82535b10&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=92139129857618&amp;position=0&amp;universeId=6736900117,11/5/2024 22:07
[BROLY MASTERY] Z Battlegrounds,Aspecting Studios,Ages 9+,792,395792,263.9M+,Supported,Not Supported,5/15/2023,11/5/2024,15,Action,196K+,58K+,https://www.roblox.com/games/13447209899/BROLY-MASTERY-Z-Battlegrounds?gameSearchSessionInfo=482f0f1c-9197-48fd-97f4-d97c0e05b14d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13447209899&amp;position=0&amp;universeId=4678911002,11/5/2024 22:07
[C63] Car Driving Ultimate,@creepertrolllol2434,All Ages,1240,48221,39.2M+,Not Supported,Not Supported,10/2/2022,11/2/2024,16,Simulation,8588,1949,https://www.roblox.com/games/11145865512/C63-Car-Driving-Ultimate?gameSearchSessionInfo=f75f50f3-539e-4c11-910a-de58ce1eda00&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11145865512&amp;position=0&amp;universeId=3986508457,11/5/2024 22:07
Color or Die 🎨,BIGworks Games,Ages 9+,8299,1148737,697.8M+,Not Supported,Not Supported,3/29/2023,11/5/2024,15,Survival,1M+,122K+,https://www.roblox.com/games/12931609417/Color-or-Die?gameSearchSessionInfo=31640dd4-b307-42a7-94b1-a8eb599ea02b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12931609417&amp;position=0&amp;universeId=4523856444,11/5/2024 22:07
[CHIKIRI BAI BAI] Ragdoll Engine,Byteonix,All Ages,1186,5151762,254.5M+,Supported,Supported,11/14/2020,11/5/2024,100,Simulation,165K+,31K+,https://www.roblox.com/games/5950733731/CHIKIRI-BAI-BAI-Ragdoll-Engine?gameSearchSessionInfo=e712ffe6-073c-45c5-a217-510851b47ccc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5950733731&amp;position=0&amp;universeId=2139563899,11/5/2024 22:07
[😨 NEW] Find Shinic Morphs!,Funny Morphs,All Ages,75,7212,53.8K+,Not Supported,Not Supported,10/29/2024,11/3/2024,12,N/A,37,2,https://www.roblox.com/games/140269895306234/NEW-Find-Shinic-Morphs?gameSearchSessionInfo=5aa690fa-856c-41b8-9a48-9adedf3ad8fd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=140269895306234&amp;position=0&amp;universeId=6733357282,11/5/2024 22:08
[😺NEW] Find The Floppa Morphs (855),BIG PLAY,All Ages,2813,296881,235.9M+,Not Supported,Not Supported,5/9/2022,11/5/2024,15,Adventure,89K+,13K+,https://www.roblox.com/games/9579974235/NEW-Find-The-Floppa-Morphs-855?gameSearchSessionInfo=e6315ac8-07bd-4e0e-8893-25eb49c7cd9c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=9579974235&amp;position=0&amp;universeId=3566531630,11/5/2024 22:08
[👑 EXTREME] Anime Dimensions Simulator,Albatross Games,Ages 9+,1633,2701172,1.3B+,Supported,Not Supported,6/11/2021,9/30/2024,50,RPG,2M+,57K+,https://www.roblox.com/games/6938803436/EXTREME-Anime-Dimensions-Simulator?gameSearchSessionInfo=0ec9a214-84cd-4618-afac-19787c188310&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6938803436&amp;position=0&amp;universeId=2655311011,11/5/2024 22:08
Sol's RNG [INFINITE LUCK🍀],@Inwoky,All Ages,13,68,21.5K+,Supported,Supported,10/28/2024,11/4/2024,12,N/A,91,15,https://www.roblox.com/games/94201147661908/Sols-RNG-INFINITE-LUCK?gameSearchSessionInfo=dd1015ae-0f57-4bf4-88e3-b3070c742767&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=94201147661908&amp;position=0&amp;universeId=6727657640,11/5/2024 22:08
[NEW MAP] Keys 🗝️ Season 20,Daybreaker,Ages 9+,2326,9416600,278.5M+,Supported,Not Supported,2/7/2023,11/4/2024,16,Survival,79K+,8964,https://www.roblox.com/games/12407250267/NEW-MAP-Keys-Season-20?gameSearchSessionInfo=260f20ad-38ed-4668-a325-4753af2f5a84&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12407250267&amp;position=0&amp;universeId=4365819446,11/5/2024 22:08
Suiryu Moveset Testing,@RenYTDev,All Ages,119,994,1.0M+,Not Supported,Supported,6/18/2024,10/29/2024,10,N/A,248,369,https://www.roblox.com/games/18104756146/Suiryu-Moveset-Testing?gameSearchSessionInfo=dbfd4dc1-cc7d-490e-82e9-a6854e966864&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18104756146&amp;position=0&amp;universeId=6137310133,11/5/2024 22:08
[🎃] Heroes Battlegrounds,more awesome games yo,Ages 9+,14982,849387,638.2M+,Supported,Not Supported,4/11/2023,11/5/2024,15,Action,534K+,100K+,https://www.roblox.com/games/13076380114/Heroes-Battlegrounds?gameSearchSessionInfo=027aa66d-9758-434d-94b4-f79b388313cf&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13076380114&amp;position=0&amp;universeId=4568630521,11/5/2024 22:08
[🔥💥 PRISMATIC 2 UPD] Anime Fighters Simulator,Sulley,All Ages,795,1583954,1.2B+,Supported,Not Supported,1/26/2021,9/2/2024,12,Simulation,1M+,85K+,https://www.roblox.com/games/6299805723/PRISMATIC-2-UPD-Anime-Fighters-Simulator?gameSearchSessionInfo=7e142b5d-683e-4486-bdfd-24e4d3d15901&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6299805723&amp;position=0&amp;universeId=2324662457,11/5/2024 22:08
[🔥NEW!] FORTBLOX,Artemis Studios!,Ages 9+,614,5174,2.1M+,Supported,Not Supported,3/3/2024,11/5/2024,30,N/A,1660,526,https://www.roblox.com/games/16605303570/NEW-FORTBLOX?gameSearchSessionInfo=485d903c-a7f9-4343-b46b-b8368769195f&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16605303570&amp;position=0&amp;universeId=5713659018,11/5/2024 22:09
[DEMO] Anime Slashing Simulator⚔️,Swansa X Peaceful Play,All Ages,1,155,4872,Not Supported,Supported,7/31/2024,11/5/2024,14,N/A,18,2,https://www.roblox.com/games/18724638601/DEMO-Anime-Slashing-Simulator?gameSearchSessionInfo=30d32cf5-7b9a-46f7-8fbd-2a877fb428d2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18724638601&amp;position=0&amp;universeId=6344580662,11/5/2024 22:09
[🐟] Fisch,Fisching,All Ages,154164,240007,80.2M+,Supported,Not Supported,3/13/2024,11/5/2024,23,N/A,150K+,18K+,https://www.roblox.com/games/16732694052/Fisch?gameSearchSessionInfo=8c906b65-5a07-4e8f-8edb-f52c559b6783&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16732694052&amp;position=0&amp;universeId=5750914919,11/5/2024 22:09
[🪙X2!] Twilight Daycare!,Nighty Studio,All Ages,5893,1969398,2.3B+,Not Supported,Not Supported,3/12/2021,11/2/2024,20,Roleplay &amp; Avatar Sim,752K+,92K+,https://www.roblox.com/games/6507422231/X2-Twilight-Daycare?gameSearchSessionInfo=e6751b25-8654-4eff-bb5d-ca7aaf2a844c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6507422231&amp;position=0&amp;universeId=2435789930,11/5/2024 22:09
[🌑 UPD 4] Souls Tycoon,@Luffy_OUII,All Ages,1057,15370,1.8M+,Supported,Not Supported,1/23/2024,11/5/2024,6,N/A,26K+,944,https://www.roblox.com/games/16080296014/UPD-4-Souls-Tycoon?gameSearchSessionInfo=9fb70ed3-3eca-4d14-9dde-cb2ded3d2ddc&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16080296014&amp;position=0&amp;universeId=5557896274,11/5/2024 22:09
[🎁FREE] Shin Sonic Tapes Morphs,Slanted Games,All Ages,376,36472,33.3M+,Not Supported,Not Supported,7/1/2022,11/4/2024,20,Adventure,21K+,2586,https://www.roblox.com/games/10078173461/FREE-Shin-Sonic-Tapes-Morphs?gameSearchSessionInfo=b08fd629-f5ca-47c6-a110-6db069c4d399&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=10078173461&amp;position=0&amp;universeId=3705612100,11/5/2024 22:09
[🎃 UPD] Bike of Hell,Captain Grumpy Games,All Ages,2839,1158154,408.0M+,Not Supported,Not Supported,10/2/2023,11/2/2024,18,Obby &amp; Platformer,272K+,98K+,https://www.roblox.com/games/14943334555/UPD-Bike-of-Hell?gameSearchSessionInfo=58979ee5-bb5f-4db9-bb8d-43eaf39e0197&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14943334555&amp;position=0&amp;universeId=5148099079,11/5/2024 22:10
[🎃 UPD] King Legacy,Sea King Games,Ages 9+,99305,2294465,3.2B+,Not Supported,Not Supported,12/17/2019,11/3/2024,12,RPG,1M+,136K+,https://www.roblox.com/games/4520749081/UPD-King-Legacy?gameSearchSessionInfo=b2e4424b-51b7-43ee-b341-4bf8de3d9fcd&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=4520749081&amp;position=0&amp;universeId=1451439645,11/5/2024 22:10
🎃 Hide or Die!,0 CCU Games,All Ages,9707,1779965,52.9M+,Supported,Supported,8/4/2024,11/3/2024,16,Party &amp; Casual,36K+,6729,https://www.roblox.com/games/18799085098/Hide-or-Die?gameSearchSessionInfo=45390833-d0be-4287-8b6a-0db80e907c53&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18799085098&amp;position=0&amp;universeId=6369934270,11/5/2024 22:10
Clone Frenzy,Bean 1,All Ages,1595,675406,5.2M+,Not Supported,Supported,9/20/2024,11/1/2024,5,Simulation,3400,262,https://www.roblox.com/games/75564300820943/Clone-Frenzy?gameSearchSessionInfo=e17b5b55-9ab0-4b8c-bb5a-ac1a907ea16b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=75564300820943&amp;position=0&amp;universeId=6575189761,11/5/2024 22:10
[🎃] In Area 51 [ALPHA],@Metrivus,Ages 9+,437,55757,8.9M+,Not Supported,Not Supported,4/27/2019,11/3/2024,12,Survival,85K+,3660,https://www.roblox.com/games/3117860193/In-Area-51-ALPHA?gameSearchSessionInfo=eaea1564-3d5f-4b50-b6e2-8e3bd6dc6219&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=3117860193&amp;position=0&amp;universeId=1125307892,11/5/2024 22:10
[🎃] item asylum ,Jean's Bizarre Community,Ages 13+,5307,1027364,428.3M+,Supported,Not Supported,9/9/2020,11/4/2024,16,Action,423K+,63K+,https://www.roblox.com/games/5670218884/item-asylum?gameSearchSessionInfo=fe815249-83de-4429-b84a-d47be7840843&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5670218884&amp;position=0&amp;universeId=1998835206,11/5/2024 22:10
[🎃] MeepCity,@alexnewtron,All Ages,3704,14788822,16.0B+,Supported,Not Supported,2/23/2016,11/1/2024,50,Roleplay &amp; Avatar Sim,2M+,483K+,https://www.roblox.com/games/370731277/MeepCity?gameSearchSessionInfo=6f226ac8-55b8-406f-9172-974460513d02&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=370731277&amp;position=0&amp;universeId=140239261,11/5/2024 22:10
[🎃] Minecraft,Aesir Studios,All Ages,82,340529,3.5M+,Not Supported,Supported,7/26/2024,10/30/2024,10,N/A,990,642,https://www.roblox.com/games/18661368932/Minecraft?gameSearchSessionInfo=75e3dcd1-9bc6-4cc7-b0da-90ac7d4580b2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18661368932&amp;position=0&amp;universeId=6322786087,11/5/2024 22:11
[🎃] Pass the Bomb!,Detonate Games,All Ages,1019,1415674,120.6M+,Supported,Supported,3/15/2019,10/14/2024,50,Survival,155K+,27K+,https://www.roblox.com/games/2961583129/Pass-the-Bomb?gameSearchSessionInfo=68a9b9ec-2c45-4b30-99b0-e28c66cea6a2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=2961583129&amp;position=0&amp;universeId=1069466626,11/5/2024 22:11
[🎃] Skateboard Obby,Gorilla Obby,All Ages,3675,783083,193.1M+,Not Supported,Not Supported,2/9/2024,11/4/2024,20,Obby &amp; Platformer,122K+,23K+,https://www.roblox.com/games/16288616721/Skateboard-Obby?gameSearchSessionInfo=73bd49ec-23c1-43cf-a64d-e3966c413651&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16288616721&amp;position=0&amp;universeId=5620182793,11/5/2024 22:11
Tower Defense RNG,Stouts Studio,All Ages,6315,60927,1.5M+,Not Supported,Supported,7/13/2024,11/5/2024,6,N/A,16K+,996,https://www.roblox.com/games/18458348062/Tower-Defense-RNG?gameSearchSessionInfo=9088bd1a-3e1d-4f22-a286-9e79333dc1f3&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18458348062&amp;position=0&amp;universeId=6255392043,11/5/2024 22:11
[🎃]Ninjitsu: Master of Elements,Apex | Studios,All Ages,2664,66801,5.3M+,Not Supported,Not Supported,2/5/2023,11/5/2024,12,RPG,20K+,1613,https://www.roblox.com/games/12378910761/Ninjitsu-Master-of-Elements?gameSearchSessionInfo=59d50759-80a8-43b1-8e0e-ae0ce73ad652&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=12378910761&amp;position=0&amp;universeId=4356662626,11/5/2024 22:11
[🎃Event] ⚔️Dungeon RNG,Clicker House,Ages 9+,3349,669624,34.5M+,Supported,Supported,5/19/2024,11/4/2024,10,Simulation,319K+,6975,https://www.roblox.com/games/17534163435/Event-Dungeon-RNG?gameSearchSessionInfo=e1edd5d0-e27f-4eb3-a026-9ec0a1e27d0d&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17534163435&amp;position=0&amp;universeId=6002149925,11/5/2024 22:11
[🎃Event]Weapon Warrior Simulator ,Really Cool Game,All Ages,2431,2176194,59.7M+,Supported,Supported,2/19/2024,11/4/2024,12,Simulation,669K+,15K+,https://www.roblox.com/games/16436007861/Event-Weapon-Warrior-Simulator?gameSearchSessionInfo=f68235e8-6e4e-46c6-a84e-9950680a9223&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16436007861&amp;position=0&amp;universeId=5663507626,11/5/2024 22:12
[Update] Drag Project Future,@Alif36,All Ages,490,15908,13.7M+,Supported,Supported,6/10/2024,11/5/2024,21,Simulation,11K+,1064,https://www.roblox.com/games/17802192645/Update-Drag-Project-Future?gameSearchSessionInfo=1c363c35-0843-4fc1-b423-946a19835601&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17802192645&amp;position=0&amp;universeId=6098892655,11/5/2024 22:12
KJCT : KJ Character Testing [Halloween🎃],@HAMZARECEPPROYT,All Ages,763,2780,2.7M+,Supported,Supported,9/20/2024,11/4/2024,15,N/A,1259,937,https://www.roblox.com/games/94375902733632/KJCT-KJ-Character-Testing-Halloween?gameSearchSessionInfo=443cb5cf-791f-40a3-92ea-0d249cca668e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=94375902733632&amp;position=0&amp;universeId=6577088500,11/5/2024 22:12
[Toilet] Console VS Coffin,Pixel Painter,Ages 9+,1056,1044827,57.0M+,Supported,Supported,12/30/2023,11/5/2024,6,Simulation,9474,2344,https://www.roblox.com/games/15804157233/Toilet-Console-VS-Coffin?gameSearchSessionInfo=a0e9a91e-e0fa-4fa8-9902-428cdeed011c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=15804157233&amp;position=0&amp;universeId=5463706663,11/5/2024 22:12
[🎃HALLOWEEN🎃] Streetz War 2,#Streetz War 2,Ages 13+,1265,408302,66.9M+,Supported,Not Supported,10/5/2022,11/4/2024,30,Action,73K+,11K+,https://www.roblox.com/games/11177482306/HALLOWEEN-Streetz-War-2?gameSearchSessionInfo=187524d7-2483-409e-9522-690225a26335&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=11177482306&amp;position=0&amp;universeId=3993508361,11/5/2024 22:12
[🎃Shadow🎃] Sonic Evocative: Remake   ,Tails Team Roblox Official,All Ages,169,1422,3.1M+,Not Supported,Supported,6/29/2024,10/31/2024,50,Simulation,225,94,https://www.roblox.com/games/18252495308/Shadow-Sonic-Evocative-Remake?gameSearchSessionInfo=6a93345f-4535-420c-a279-efa0c2b62553&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=18252495308&amp;position=0&amp;universeId=6187361241,11/5/2024 22:12
[🎃UPDATE] Grand Piece Online,Grand Quest Games,Ages 9+,16053,1420725,1.0B+,Supported,Not Supported,5/7/2018,11/2/2024,1,RPG,980K+,108K+,https://www.roblox.com/games/1730877806/UPDATE-Grand-Piece-Online?gameSearchSessionInfo=6fca7a4a-7e1d-4128-ab60-549f40d9b483&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1730877806&amp;position=0&amp;universeId=648454481,11/5/2024 22:13
[FFA] Warfare Tycoon,Stealth Developers,Ages 9+,1354,397351,98.1M+,Supported,Supported,7/26/2010,11/2/2024,20,Simulation,122K+,22K+,https://www.roblox.com/games/31490825/FFA-Warfare-Tycoon?gameSearchSessionInfo=20c1b4a6-658f-46ac-a451-62c0f71c4379&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=31490825&amp;position=0&amp;universeId=21449357,11/5/2024 22:13
[Fighting Animation!!] Unknown Meme Animation,Martabak Asin,Ages 9+,412,421981,53.6M+,Not Supported,Not Supported,7/21/2023,10/28/2024,1,Entertainment,115K+,4908,https://www.roblox.com/games/14136208041/Fighting-Animation-Unknown-Meme-Animation?gameSearchSessionInfo=844e099d-e1ba-4f74-aa49-8e7b457ee28b&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14136208041&amp;position=0&amp;universeId=4893150506,11/5/2024 22:13
[FREE KJ] Mystic Battleground,Behind The Blood,Ages 9+,1200,21091,28.5M+,Supported,Not Supported,5/11/2024,11/5/2024,13,Action,4799,9975,https://www.roblox.com/games/17455699549/FREE-KJ-Mystic-Battleground?gameSearchSessionInfo=8e9f723d-b999-4caa-b743-54f8d798fcb2&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17455699549&amp;position=0&amp;universeId=5974009462,11/5/2024 22:14
[GHOST SHINOBI + DIO MOVES] Realm Rampage,S0LID Foundation,All Ages,2220,487476,164.2M+,Supported,Supported,4/13/2024,10/16/2024,14,Action,283K+,55K+,https://www.roblox.com/games/17129858194/GHOST-SHINOBI-DIO-MOVES-Realm-Rampage?gameSearchSessionInfo=08e76456-3c9b-438b-8526-7fffa3e55a41&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=17129858194&amp;position=0&amp;universeId=5868588140,11/5/2024 22:14
[GOJO] Blox Fruits But Bad,@DeadlyKrz,All Ages,964,10603,16.0M+,Not Supported,Not Supported,4/3/2021,10/31/2024,12,Action,5227,1829,https://www.roblox.com/games/6604198805/GOJO-Blox-Fruits-But-Bad?gameSearchSessionInfo=9d5003e7-fd31-41f9-92ec-3a8fe7e7ad70&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=6604198805&amp;position=0&amp;universeId=2489019481,11/5/2024 22:14
[HALLOWEEN PART 0.75 AND LAG FIX] Skibi Defense,Archkos Studios,All Ages,2787,738976,277.7M+,Supported,Supported,8/2/2023,11/4/2024,50,Strategy,144K+,10K+,https://www.roblox.com/games/14279693118/HALLOWEEN-PART-0-75-AND-LAG-FIX-Skibi-Defense?gameSearchSessionInfo=89feaaec-3d3e-4510-83e0-81757ff28693&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14279693118&amp;position=0&amp;universeId=4938220315,11/5/2024 22:14
[Halloween PT2] Pillar Chase 2,@The_BladeNinja,Ages 13+,5168,365618,80.5M+,Supported,Supported,2/29/2024,11/4/2024,15,Survival,135K+,17K+,https://www.roblox.com/games/16560655288/Halloween-PT2-Pillar-Chase-2?gameSearchSessionInfo=38f4746e-53cc-48b5-8d7e-b2bc5d230f0c&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=16560655288&amp;position=0&amp;universeId=5700746583,11/5/2024 22:14
[HALLOWEEN!!!] Fredbear's Mega Roleplay,Kypher Studios,All Ages,602,823211,215.5M+,Supported,Supported,1/17/2018,10/31/2024,15,Roleplay &amp; Avatar Sim,200K+,18K+,https://www.roblox.com/games/1343871267/HALLOWEEN-Fredbears-Mega-Roleplay?gameSearchSessionInfo=8059ec86-d6ec-40ea-836e-215acc1dd720&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1343871267&amp;position=0&amp;universeId=540382210,11/5/2024 22:14
[HALLOWEEN] Eyes The Horror Game,@kadri24,All Ages,236,196909,65.8M+,Supported,Supported,6/23/2018,10/19/2024,12,Survival,28K+,13K+,https://www.roblox.com/games/1985320156/HALLOWEEN-Eyes-The-Horror-Game?gameSearchSessionInfo=ed7ac7fe-f327-440d-a5fc-7b743918bf06&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=1985320156&amp;position=0&amp;universeId=706002330,11/5/2024 22:14
[HALLOWEEN] Residence Massacre,@MisterGamer_67,All Ages,340,396314,139.2M+,Supported,Not Supported,8/15/2023,11/4/2024,30,Survival,96K+,9490,https://www.roblox.com/games/14437001043/HALLOWEEN-Residence-Massacre?gameSearchSessionInfo=a9c36e4e-7d9f-4545-ac14-ed3a56cd8b1e&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=14437001043&amp;position=0&amp;universeId=4987467534,11/5/2024 22:14
[HALLOWEEN] Sorcerer Battlegrounds,alrage fan club,Ages 9+,2567,591634,372.9M+,Supported,Not Supported,5/31/2023,11/4/2024,15,Action,345K+,87K+,https://www.roblox.com/games/13601434903/HALLOWEEN-Sorcerer-Battlegrounds?gameSearchSessionInfo=2a06b2b0-bcc8-4d83-aaa7-d83912a71dd6&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=13601434903&amp;position=0&amp;universeId=4724071612,11/5/2024 22:14
Halloween (STORY),ChainLemonade Studios,All Ages,66,82895,13.8M+,Not Supported,Not Supported,9/16/2020,9/30/2024,50,N/A,31K+,6458,https://www.roblox.com/games/5695618065/Halloween-STORY?gameSearchSessionInfo=9a3a6cf7-cd05-4b35-8a22-e38aaee5b938&amp;isAd=false&amp;nativeAdData=&amp;numberOfLoadedTiles=40&amp;page=searchPage&amp;placeId=5695618065&amp;position=0&amp;universeId=2013902007,11/5/2024 22:14
